SeqID,DisputeID,Location,EffectiveRows,tab,tabnum,Seder_Hebrew,Seder_Name,Seder_Number,Seder_Translate,Tractate_Name_Hebrew,Chapter,HebrewChapterLocation,Ith_chapter_in_seder,Disputant_1,Disputant_Hebrew_D1,Disputant_Hebrew_D1b,Disputant_Hebrew_D1c,Disputant_2,Disputant_Hebrew_D2,Disputant_Hebrew_D2b,Disputant_Hebrew_D2c,StrictQuestion,MoneyQuestion,OweQuestion,Winner,Result_1,Score_1,AltOwe_1,AltMoney_1,AltStrict_1,Result_2,Score_2,AltOwe_2,AltMoney_2,AltStrict_2,Owe_Result_Score_1,Money_Result_Score_1,Strict_Result_1,Strict_Result_Score_1,Owe_Result_Score_2,Money_Result_Score_2,Strict_Result_2,Strict_Result_Score_2
1955,2428,1:1, 1:4, 6,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 1,, 3,Rabbi Chanina Sgan Hacohanim,חנינא סגן הכהנים,NA,NA,Rabbi Dosa ben Harkinas,דוסא,NA,NA,1,0,0,Rabbi Chanina Sgan Hacohanim,Chumra 0.33,0,NA,NA, 0,Chumra 0.66,0,NA,NA, 1,NA,NA, 0,0.33,NA,NA, 1,0.66
1955,2429,1:1, 1:4, 6,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 1,, 3,Rabbi Chanina Sgan Hacohanim,חנינא סגן הכהנים,NA,NA,Akavia ben Mahalalel,עקביא בן מהללאל,NA,NA,1,0,0,Rabbi Chanina Sgan Hacohanim,Chumra 0.33,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.33,NA,NA, 1,1.0
1955,2430,1:1, 1:4, 6,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 1,, 3,Rabbi Dosa ben Harkinas,דוסא,NA,NA,Akavia ben Mahalalel,עקביא בן מהללאל,NA,NA,1,0,0,Rabbi Dosa ben Harkinas,Chumra 0.66,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.66,NA,NA, 1,1.0
1956,2431,1:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 1,, 3,Rabbi Chanina Sgan Hacohanim,חנינא סגן הכהנים,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,0,0,0,Rabbi Akiva,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,2432,2:1, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 2,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1958,2433,2:2, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 2,, 3,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Rabbi Yehuda,,0,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,2434,2:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 2,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1961,2435,4:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Meir,מאיר,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Meir,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1962,2436,4:6, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1963,2437,4:6, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1964,2438,4:7, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1965,2439,4:8, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1966,2440,4:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1967,2441,4:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1968,2442,4:10, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1969,2443,4:11, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 4,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehoshua,יהושע,יהושוע,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1970,2444,5:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 5,, 3,Akavia ben Mahalalel,עקביא בן מהללאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1970,2445,5:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 5,, 3,Akavia ben Mahalalel,עקביא בן מהללאל,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Akavia ben Mahalalel,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1970,2446,5:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 5,, 3,Chachamim,חכמים,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Chachamim,Kula 0.0,1,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1971,2447,5:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 5,, 3,Tanna Kama,NA,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1972,2448,6:3, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1973,2449,6:5, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Tanna Kama,NA,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1974,2450,6:5-6, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Rabbi Gamliel,גמליאל,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1974,2451,6:5-6, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Rabbi Gamliel,גמליאל,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Gamliel,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1974,2452,6:5-6, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Akiva,Kula 0.0,1,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1975,2453,6:7, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1975,2454,6:7, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1975,2455,6:7, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 6,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Rabbi Yehuda,Chumra 0.5,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
1976,2456,7:1, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Eliezer ben Yakov,אליעזר בן יעקב,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1977,2457,7:2, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Rabbi Elazar Chasma,אלעזר חסמא,NA,NA,1,0,0,Rabbi Elazar ben Azarya,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1977,2458,7:2, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1977,2459,7:2, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Elazar Chasma,אלעזר חסמא,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Chumra 0.5,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.5,NA,NA, 1,1.0
1978,2460,7:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1979,2461,7:5, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 7,, 3,Rabbi Eliezer,אליעזר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1980,2462,8:2, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 8,, 3,Rabbi Yehoshua,יהושע,יהושוע,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1981,2463,8:6, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 8,, 3,Rabbi Meir,מאיר,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1982,2464,8:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים, 8,, 3,Rabbi Yishmael,ישמעאל,NA,NA,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,1,0,0,Rabbi Yishmael,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1984,2465,10:1, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Yochanan ben Nuri,יוחנן בן נורי,NA,NA,0,0,0,Rabbi Akiva,Kula 0.0,1,NA,NA,NA,Kula 0.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,2466,10:2, 10:4, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Eliezer ben Yakov,אליעזר בן יעקב,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1986,2467,10:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Rabbi Eliezer ben Yakov,אליעזר בן יעקב,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Eliezer ben Yakov,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1987,2468,10:8, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon ben Yehuda,שמעון בן יהודה,שמעון בן רבי יהודה,שמעון ברבי יהודה,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1987,2469,10:8, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1987,2470,10:8, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Rabbi Shimon ben Yehuda,שמעון בן יהודה,שמעון בן רבי יהודה,שמעון ברבי יהודה,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Shimon ben Yehuda,Kula 0.0,0,NA,NA, 0,Chumra 0.5,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1988,2471,10:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Yehuda,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1989,2472,10:10, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,10,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1990,2473,11:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Rabbi Meir,מאיר,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Rabbi Meir,Kula 0.0,0,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
1990,2474,11:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Rabbi Meir,מאיר,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Shimon,Kula 0.0,0,NA,NA, 0,Chumra 0.5,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,0.5
1990,2475,11:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Shimon,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1991,2476,11:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1992,2477,11:5, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Rabbi Yishmael,ישמעאל,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1993,2478,11:5, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Tanna Kama,NA,NA,NA,Rabbi Nechemia,נחמיה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1994,2479,11:8, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1995,2480,11:8, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1996,2481,11:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,11,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1997,2482,12:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,12,, 3,Rabbi Yishmael,ישמעאל,NA,NA,Rabbi Akiva,עקיבא,עקיבה,NA,1,0,0,Rabbi Akiva,Chumra 1.0,0,NA,NA, 1,Chumra 0.5,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
1997,2483,12:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,12,, 3,Rabbi Yishmael,ישמעאל,NA,NA,Rabbi Elazar ben Shimon,אלעזר בן שמעון,אלעזר ברבי שמעון,אלעזר בן רבי שמעון,1,0,0,Rabbi Yishmael,Chumra 1.0,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
1997,2484,12:3, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,12,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Elazar ben Shimon,אלעזר בן שמעון,אלעזר ברבי שמעון,אלעזר בן רבי שמעון,1,0,0,Rabbi Akiva,Chumra 0.5,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
1998,2485,12:4, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,12,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,2486,12:5, 2,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,12,, 3,Rabbi Yehuda,יהודה,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Yehuda,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2000,2487,13:2, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Tanna Kama,NA,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
2001,2488,13:3, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
2002,2489,13:3, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Tanna Kama,NA,NA,NA,Rabbi Elazar Chasma,אלעזר חסמא,NA,NA,1,0,0,Tanna Kama,Kula 0.0,1,NA,NA, 0,Chumra 1.0,0,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
2003,2490,13:6, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Rabbi Elazar ben Azarya,אלעזר בן עזריה,NA,NA,Rabbi Elazar,אלעזר,NA,NA,1,0,0,Rabbi Elazar,Kula 0.0,0,NA,NA, 0,Chumra 1.0,1,NA,NA, 1,NA,NA, 0,0.0,NA,NA, 1,1.0
2004,2491,13:10, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Rabbi Yehuda,יהודה,NA,NA,Chachamim,חכמים,NA,NA,1,0,0,Chachamim,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2005,2492,13:11, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2006,2493,13:11, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2007,2494,13:12, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,13,, 3,Rabbi Meir,מאיר,NA,NA,Rabbi Yossi,NA,NA,NA,1,0,0,Rabbi Yossi,Chumra 1.0,0,NA,NA, 1,Kula 0.0,1,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2008,2495,14:1, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Tanna Kama,NA,NA,NA,Yesh Omrim,יש אומרים,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,2496,14:8, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2010,2497,14:9, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Tanna Kama,NA,NA,NA,Rabbi Yehuda,יהודה,NA,NA,0,0,0,Tanna Kama,,1,NA,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,2498,14:9, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Tanna Kama,NA,NA,NA,Rabbi Eliezer,אליעזר,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Chumra 0.5,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.5
2011,2499,14:9, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Tanna Kama,NA,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Tanna Kama,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
2011,2500,14:9, 3,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Rabbi Eliezer,אליעזר,NA,NA,Rabbi Shimon,שמעון,NA,NA,1,0,0,Rabbi Eliezer,Chumra 0.5,0,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,0.5,NA,NA, 0,0.0
2012,2501,14:10, 1,נגעים54,54,טָהֳרוֹת,Tohoroth,6,Purities,נגעים,14,, 3,Rabbi Akiva,עקיבא,עקיבה,NA,Rabbi Yochanan ben Nuri,יוחנן בן נורי,NA,NA,1,0,0,Rabbi Akiva,Chumra 1.0,1,NA,NA, 1,Kula 0.0,0,NA,NA, 0,NA,NA, 1,1.0,NA,NA, 0,0.0
